Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,0.7879833974411941,0.8452739051296528,0.7640337920670713,0.8410477638244629,535796800,0.0,0.0
2000-01-04 00:00:00-05:00,0.8133417371616469,0.8311861211644628,0.7602773650725562,0.7701390981674194,512377600,0.0,0.0
2000-01-05 00:00:00-05:00,0.7795302690080285,0.8307164032557635,0.7738954811251461,0.7814085483551025,778321600,0.0,0.0
2000-01-06 00:00:00-05:00,0.7973753598427923,0.8039493112998308,0.7137866020202637,0.7137866020202637,767972800,0.0,0.0
2000-01-07 00:00:00-05:00,0.7250570220940228,0.7588683489276759,0.7175439567966562,0.747597873210907,460734400,0.0,0.0
2000-01-10 00:00:00-05:00,0.7663812803640587,0.7682595590228402,0.7119082399184388,0.7344490885734558,505064000,0.0,0.0
2000-01-11 00:00:00-05:00,0.7208308291016846,0.7466586519943053,0.6799760250734774,0.6968812346458435,441548800,0.0,0.0
2000-01-12 00:00:00-05:00,0.7137868075175796,0.7175442193116386,0.6499215409044408,0.6550876498222351,976068800,0.0,0.0
2000-01-13 00:00:00-05:00,0.7099124077835497,0.7419624335891944,0.6950032423980641,0.7269354462623596,1032684800,0.0,0.0
2000-01-14 00:00:00-05:00,0.7513546162197549,0.7682598323803979,0.746658942981176,0.754641592502594,390376000,0.0,0.0
2000-01-18 00:00:00-05:00,0.7588685118958032,0.7964363543667254,0.7546415684714227,0.780938982963562,459177600,0.0,0.0
2000-01-19 00:00:00-05:00,0.7936180615035864,0.8170980808026621,0.776712796710261,0.8006623983383179,597643200,0.0,0.0
2000-01-20 00:00:00-05:00,0.8678146692778237,0.9128955781939601,0.8527877330780029,0.8527877330780029,1831132800,0.0,0.0
2000-01-21 00:00:00-05:00,0.8584224502837784,0.8584224502837784,0.8278988977184436,0.8363519310951233,495924800,0.0,0.0
2000-01-24 00:00:00-05:00,0.8147502641966269,0.8471520485811874,0.7898615466979472,0.79831463098526,440876800,0.0,0.0
2000-01-25 00:00:00-05:00,0.7889224148543693,0.8499703266133588,0.7691997557497006,0.843395471572876,497145600,0.0,0.0
2000-01-26 00:00:00-05:00,0.8264901632611026,0.8579528288599557,0.8246119344111636,0.8278988599777222,367158400,0.0,0.0
2000-01-27 00:00:00-05:00,0.8175674895530952,0.8490310055951233,0.8039492529601152,0.8264901041984558,340144000,0.0,0.0
2000-01-28 00:00:00-05:00,0.8128721380580749,0.8330643323492378,0.7560511611739962,0.7635642290115356,423348800,0.0,0.0
2000-01-31 00:00:00-05:00,0.7588685034166178,0.780469391886614,0.7100301833542677,0.7795302271842957,701680000,0.0,0.0
2000-02-01 00:00:00-05:00,0.781408592890098,0.7889225132400721,0.7513546670321917,0.7532328963279724,318035200,0.0,0.0
2000-02-02 00:00:00-05:00,0.7569903163156536,0.7673207781902813,0.7288137667495023,0.7424320578575134,464195200,0.0,0.0
2000-02-03 00:00:00-05:00,0.7537023645016622,0.7832876063227459,0.7532327821697146,0.776243269443512,475193600,0.0,0.0
